Time,Poke1,Poke2,Line1,Line2,Line3,Line4
0.04,False,False,False,False,False,False
0.14,False,False,False,False,False,False
0.24,False,False,False,False,False,False
0.34,False,False,False,False,False,False
0.44,False,False,False,False,False,False
0.54,False,False,False,False,False,False
0.64,False,False,False,False,False,False
0.74,False,False,False,False,False,False
0.84,False,False,False,False,False,False
0.94,False,False,False,False,False,False
1.04,False,False,False,False,False,False
1.14,False,False,False,False,False,False
1.24,False,False,False,False,False,False
1.34,False,False,False,False,False,False
1.44,False,False,False,False,False,False
1.54,False,False,False,False,False,False
1.64,False,False,False,False,False,False
1.74,False,False,False,False,False,False
1.84,False,False,False,False,False,False
1.94,False,False,False,False,False,False
2.04,False,False,False,False,False,False
2.14,False,False,False,False,False,False
2.24,False,False,False,False,False,False
2.34,False,False,False,False,False,False
2.44,False,False,False,False,False,False
2.54,False,False,False,False,False,False
2.64,False,False,False,False,False,False
2.74,False,False,False,False,False,False
2.84,False,False,False,False,False,False
2.94,False,False,False,False,False,False
3.04,False,False,False,False,False,False
3.15,False,False,False,False,False,False
3.25,False,False,False,False,False,False
3.35,False,False,False,False,False,False
3.45,False,False,False,False,False,False
3.55,False,False,False,False,False,False
3.65,False,False,False,False,False,False
3.75,False,False,False,False,False,False
3.85,False,False,False,False,False,False
3.95,False,False,False,False,False,False
4.05,False,False,False,False,False,False
4.15,False,False,False,False,False,False
4.25,False,False,False,False,False,False
4.35,False,False,False,False,False,False
4.45,False,False,False,False,False,False
4.55,False,False,False,False,False,False
4.65,False,False,False,False,False,False
4.75,False,False,False,False,False,False
4.85,False,False,False,False,False,False
4.95,False,False,False,False,False,False
5.05,False,False,False,False,False,False
5.15,False,False,False,False,False,False
5.25,False,False,False,False,False,False
5.35,False,False,False,False,False,False
5.45,False,False,False,False,False,False
5.55,False,False,False,False,False,False
5.65,False,False,False,False,False,False
5.75,False,False,False,False,False,False
5.85,False,False,False,False,False,False
5.95,False,False,False,False,False,False
6.05,False,False,False,False,False,False
6.15,False,False,False,False,False,False
6.25,False,False,False,False,False,False
6.35,False,False,False,False,False,False
6.45,True,False,False,False,False,False
6.55,True,False,False,False,False,False
6.65,True,False,False,False,False,False
6.75,True,False,False,False,False,False
6.85,True,False,False,False,False,False
6.95,True,False,False,False,False,False
7.06,True,False,False,False,False,False
7.16,True,False,False,False,False,False
7.26,True,False,False,False,False,False
7.36,True,False,False,False,False,False
7.46,True,False,False,False,False,False
7.56,True,False,False,False,False,False
7.66,True,False,False,False,False,False
7.76,False,False,False,False,False,False
7.86,False,False,False,False,False,False
7.96,False,False,False,False,False,False
8.06,False,False,False,False,False,False
8.16,False,False,False,False,False,False
8.26,False,False,False,False,False,False
8.36,False,False,False,False,False,False
8.46,False,False,False,False,False,False
8.56,False,False,False,False,False,False
8.66,False,False,False,False,False,False
8.76,False,False,False,False,False,False
8.86,False,False,False,False,False,False
8.96,False,False,False,False,False,False
9.06,False,False,False,False,False,False
9.16,False,False,False,False,False,False
9.26,False,False,False,False,False,False
9.36,False,False,False,False,False,False
9.46,False,False,False,False,False,False
9.56,False,False,False,False,False,False
9.67,False,False,False,False,False,False
9.77,False,False,False,False,False,False
9.87,False,True,False,False,False,False
9.97,False,True,False,False,False,False
10.07,False,True,False,False,False,False
10.17,False,True,False,False,False,False
10.27,False,True,False,False,False,False
10.37,False,True,False,False,False,False
10.47,False,True,False,False,False,False
10.57,False,True,False,False,False,False
10.67,False,True,False,False,False,False
10.77,False,True,False,False,False,False
10.87,False,True,False,False,False,False
10.97,False,True,False,False,False,False
11.07,False,True,False,False,False,False
11.17,False,True,False,False,False,False
11.27,False,True,False,False,False,False
11.38,False,True,False,False,False,False
11.48,False,True,False,False,False,False
11.58,False,True,False,False,False,False
11.68,False,True,False,False,False,False
11.78,False,True,False,False,False,False
11.88,False,True,False,False,False,False
11.98,False,True,False,False,False,False
12.08,False,True,False,False,False,False
12.18,False,True,False,False,False,False
12.28,False,False,False,False,False,False
12.38,False,False,False,False,False,False
12.48,False,False,False,False,False,False
12.58,False,False,False,False,False,False
12.68,False,False,False,False,False,False
12.78,False,False,False,False,False,False
12.88,False,False,False,False,False,False
12.98,False,False,False,False,False,False
13.08,False,False,False,False,False,False
13.18,False,False,False,False,False,False
13.28,False,False,False,False,False,False
13.38,False,False,False,False,False,False
13.48,False,False,False,False,False,False
13.58,False,False,False,False,False,False
13.68,False,False,False,False,False,False
13.78,False,False,False,False,False,False
13.88,False,False,False,False,False,False
13.98,False,False,False,False,False,False
14.09,False,False,False,False,False,False
14.19,False,False,False,False,False,False
14.29,False,False,False,False,False,False
14.39,False,False,False,False,False,False
14.49,False,False,False,False,False,False
14.59,False,False,False,False,False,False
14.69,False,False,False,False,False,False
14.79,False,False,False,False,False,False
14.89,False,False,False,False,False,False
14.99,False,False,False,False,False,False
15.09,False,False,False,False,False,False
15.19,False,False,False,False,False,False
15.29,False,False,False,False,False,False
15.39,False,False,False,False,False,False
15.49,False,False,False,False,False,False
15.59,False,False,False,False,False,False
15.69,False,False,False,False,False,False
15.79,False,False,False,False,False,False
15.89,False,False,False,False,False,False
16.0,False,False,False,False,False,False
16.1,False,False,False,False,False,False
16.2,False,False,False,False,False,False
16.3,False,False,False,False,False,False
16.4,False,False,False,False,False,False
16.5,False,False,False,False,False,False
16.6,False,False,False,False,False,False
16.7,False,False,False,False,False,False
16.8,False,False,False,False,False,False
16.9,False,False,False,False,False,False
17.0,False,False,False,False,False,False
17.1,False,False,False,False,False,False
17.2,False,False,False,False,False,False
17.3,False,False,False,False,False,False
17.4,False,False,False,False,False,False
17.5,False,False,False,False,False,False
17.6,False,False,False,False,False,False
17.7,False,False,False,False,False,False
17.8,False,False,False,False,False,False
17.9,False,False,False,False,False,False
18.0,False,False,False,False,False,False
18.1,False,False,False,False,False,False
18.2,False,False,False,False,False,False
18.3,False,False,False,False,False,False
18.4,False,False,False,False,False,False
18.5,False,False,False,False,False,False
18.61,False,False,False,False,False,False
18.71,False,False,False,False,False,False
18.81,False,False,False,False,False,False
