Time,Poke1,Poke2,Line1,Line2,Line3,Line4
0.11,False,False,False,False,False,False
0.22,False,False,False,False,False,False
0.32,False,False,False,False,False,False
0.42,False,False,False,False,False,False
0.52,False,False,False,False,False,False
0.63,False,False,False,False,False,False
0.74,False,False,False,False,False,False
0.84,False,False,False,False,False,False
0.94,False,False,False,False,False,False
1.04,False,False,False,False,False,False
1.14,False,False,False,False,False,False
1.25,False,False,False,False,False,False
1.35,False,False,False,False,False,False
1.45,False,False,False,False,False,False
1.55,False,False,False,False,False,False
1.65,False,False,False,False,False,False
1.75,False,False,False,False,False,False
1.85,False,False,False,False,False,False
1.95,False,False,False,False,False,False
2.05,False,False,False,False,False,False
2.15,False,False,False,False,False,False
2.25,False,False,False,False,False,False
2.35,False,False,False,False,False,False
2.45,False,False,False,False,False,False
2.55,False,False,False,False,False,False
2.65,False,False,False,False,False,False
2.75,False,False,False,False,False,False
2.85,False,False,False,False,False,False
2.95,False,False,False,False,False,False
3.05,False,False,False,False,False,False
3.15,False,False,False,False,False,False
3.25,False,False,False,False,False,False
3.35,False,False,False,False,False,False
3.45,False,False,False,False,False,False
3.55,False,False,False,False,False,False
3.65,False,False,False,False,False,False
3.75,False,False,False,False,False,False
3.85,False,False,False,False,False,False
3.95,False,False,False,False,False,False
4.05,False,False,False,False,False,False
4.15,False,False,False,False,False,False
4.25,False,False,False,False,False,False
4.36,False,False,False,False,False,False
4.46,False,False,False,False,False,False
4.56,False,False,False,False,False,False
4.66,False,False,False,False,False,False
4.76,False,False,False,False,False,False
4.86,False,False,False,False,False,False
4.96,False,False,False,False,False,False
5.06,False,False,False,False,False,False
5.16,False,False,False,False,False,False
5.26,False,False,False,False,False,False
5.36,False,False,False,False,False,False
5.46,False,False,False,False,False,False
5.56,False,False,False,False,False,False
5.66,False,False,False,False,False,False
5.76,False,False,False,False,False,False
5.86,False,False,False,False,False,False
5.96,False,False,False,False,False,False
6.06,False,False,False,False,False,False
6.16,False,False,False,False,False,False
6.26,False,False,False,False,False,False
6.36,False,False,False,False,False,False
6.46,False,False,False,False,False,False
6.56,False,False,False,False,False,False
6.66,False,False,False,False,False,False
6.76,False,False,False,False,False,False
6.87,False,False,False,False,False,False
6.97,False,False,False,False,False,False
7.07,False,False,False,False,False,False
7.17,False,False,False,False,False,False
7.27,False,False,False,False,False,False
7.37,False,False,False,False,False,False
7.47,False,False,False,False,False,False
7.57,False,False,False,False,False,False
7.67,False,False,False,False,False,False
7.77,False,False,False,False,False,False
7.87,False,False,False,False,False,False
7.97,False,False,False,False,False,False
8.07,False,False,False,False,False,False
8.17,False,False,False,False,False,False
8.27,False,False,False,False,False,False
8.37,False,False,False,False,False,False
8.47,False,False,False,False,False,False
8.57,False,False,False,False,False,False
8.67,False,False,False,False,False,False
8.77,False,False,False,False,False,False
8.87,False,False,False,False,False,False
8.97,False,False,False,False,False,False
9.07,False,False,False,False,False,False
9.17,False,False,False,False,False,False
9.27,False,False,False,False,False,False
9.37,False,False,False,False,False,False
9.47,False,False,False,False,False,False
9.57,False,False,False,False,False,False
9.68,False,False,False,False,False,False
9.78,False,False,False,False,False,False
9.88,False,False,False,False,False,False
9.98,False,False,False,False,False,False
10.08,False,False,False,False,False,False
10.18,False,False,False,False,False,False
10.28,False,False,False,False,False,False
10.38,False,False,False,False,False,False
10.48,False,False,False,False,False,False
10.58,False,False,False,False,False,False
10.68,False,False,False,False,False,False
10.78,False,False,False,False,False,False
10.88,False,False,False,False,False,False
10.98,False,False,False,False,False,False
11.08,False,False,False,False,False,False
11.18,False,False,False,False,False,False
11.28,False,False,False,False,False,False
11.38,False,False,False,False,False,False
11.48,False,False,False,False,False,False
11.58,False,False,False,False,False,False
11.68,False,False,False,False,False,False
11.78,False,False,False,False,False,False
11.88,False,False,False,False,False,False
11.98,False,False,False,False,False,False
12.08,False,False,False,False,False,False
12.18,False,False,False,False,False,False
12.28,False,False,False,False,False,False
12.39,False,False,False,False,False,False
12.49,False,False,False,False,False,False
12.59,False,False,False,False,False,False
12.69,False,False,False,False,False,False
12.79,False,False,False,False,False,False
12.89,False,False,False,False,False,False
12.99,False,False,False,False,False,False
13.09,False,False,False,False,False,False
13.19,False,False,False,False,False,False
13.29,False,False,False,False,False,False
13.39,False,False,False,False,False,False
13.49,False,False,False,False,False,False
13.59,False,False,False,False,False,False
13.69,False,False,False,False,False,False
13.79,False,False,False,False,False,False
13.89,False,False,False,False,False,False
13.99,False,False,False,False,False,False
14.09,False,False,False,False,False,False
14.19,False,False,False,False,False,False
14.29,False,False,False,False,False,False
14.39,False,False,False,False,False,False
14.49,False,False,False,False,False,False
14.59,False,False,False,False,False,False
14.69,False,False,False,False,False,False
14.79,False,False,False,False,False,False
14.89,False,False,False,False,False,False
14.99,False,False,False,False,False,False
15.1,False,False,False,False,False,False
15.2,False,False,False,False,False,False
15.3,False,False,False,False,False,False
15.4,False,False,False,False,False,False
15.5,False,False,False,False,False,False
15.6,False,False,False,False,False,False
15.7,False,False,False,False,False,False
15.8,False,False,False,False,False,False
15.9,False,False,False,False,False,False
16.0,False,False,False,False,False,False
16.1,False,False,False,False,False,False
16.2,False,False,False,False,False,False
16.3,False,False,False,False,False,False
16.4,False,False,False,False,False,False
16.5,False,False,False,False,False,False
16.6,False,False,False,False,False,False
16.7,False,False,False,False,False,False
16.8,False,False,False,False,False,False
16.9,False,False,False,False,False,False
17.0,False,False,False,False,False,False
17.1,False,False,False,False,False,False
17.2,False,False,False,False,False,False
17.3,False,False,False,False,False,False
17.4,False,False,False,False,False,False
17.5,False,False,False,False,False,False
17.6,False,False,False,False,False,False
17.7,False,False,False,False,False,False
17.81,False,False,False,False,False,False
17.91,False,False,False,False,False,False
18.01,False,False,False,False,False,False
18.11,False,False,False,False,False,False
18.21,False,False,False,False,False,False
18.31,False,False,False,False,False,False
18.41,False,False,False,False,False,False
18.51,False,False,False,False,False,False
18.61,False,False,False,False,False,False
18.71,False,False,False,False,False,False
18.81,False,True,False,False,False,False
18.91,False,True,False,False,False,False
19.01,False,True,False,False,False,False
19.11,False,True,False,False,False,False
19.21,False,True,False,False,False,False
19.31,False,True,False,False,False,False
19.41,False,True,False,False,False,False
19.51,False,True,False,False,False,False
19.61,False,True,False,False,False,False
19.72,False,True,False,False,False,False
19.82,False,True,False,False,False,False
19.92,False,True,False,False,False,False
20.02,False,True,False,False,False,False
20.12,False,True,False,False,False,False
20.22,False,True,False,False,False,False
20.32,False,True,False,False,False,False
20.42,False,True,False,False,False,False
20.52,False,True,False,False,False,False
20.62,False,True,False,False,False,False
20.72,False,True,False,False,False,False
20.82,False,False,False,False,False,False
20.92,False,False,False,False,False,False
21.02,False,False,False,False,False,False
21.12,False,False,False,False,False,False
21.22,False,False,False,False,False,False
21.32,False,False,False,False,False,False
21.42,False,False,False,False,False,False
21.52,False,False,False,False,False,False
21.62,False,False,False,False,False,False
21.72,False,False,False,False,False,False
21.82,False,False,False,False,False,False
21.92,False,False,False,False,False,False
22.02,True,False,False,False,False,False
22.12,True,False,False,False,False,False
22.22,True,False,False,False,False,False
22.32,True,False,False,False,False,False
22.43,True,False,False,False,False,False
22.53,True,False,False,False,False,False
22.63,True,False,False,False,False,False
22.73,True,False,False,False,False,False
22.83,True,False,False,False,False,False
22.93,True,False,False,False,False,False
23.03,True,False,False,False,False,False
23.13,True,False,False,False,False,False
23.23,True,False,False,False,False,False
23.33,True,False,False,False,False,False
23.43,True,False,False,False,False,False
23.53,True,False,False,False,False,False
23.63,True,False,False,False,False,False
23.73,True,False,False,False,False,False
23.83,True,False,False,False,False,False
23.93,True,False,False,False,False,False
24.03,True,False,False,False,False,False
24.13,False,False,False,False,False,False
24.23,False,False,False,False,False,False
24.33,False,False,False,False,False,False
24.43,False,False,False,False,False,False
24.53,False,False,False,False,False,False
24.63,False,False,False,False,False,False
24.73,False,False,False,False,False,False
24.83,False,False,False,False,False,False
24.93,False,False,False,False,False,False
25.03,False,False,False,False,False,False
25.13,False,False,False,False,False,False
25.23,False,False,False,False,False,False
25.33,False,False,False,False,False,False
25.43,False,False,False,False,False,False
25.53,False,False,False,False,False,False
25.63,False,False,False,False,False,False
25.73,False,False,False,False,False,False
25.83,False,False,False,False,False,False
25.93,False,False,False,False,False,False
26.03,False,False,False,False,False,False
26.13,False,False,False,False,False,False
26.23,False,False,False,False,False,False
26.33,False,False,False,False,False,False
26.43,False,False,False,False,False,False
26.53,False,False,False,False,False,False
26.64,False,False,False,False,False,False
26.74,False,False,False,False,False,False
26.84,False,False,False,False,False,False
26.94,False,False,False,False,False,False
27.04,False,False,False,False,False,False
27.14,False,False,False,False,False,False
27.24,False,False,False,False,False,False
27.34,False,False,False,False,False,False
27.44,False,False,False,False,False,False
27.54,False,False,False,False,False,False
27.64,False,False,False,False,False,False
27.74,False,False,False,False,False,False
27.84,False,False,False,False,False,False
27.94,False,False,False,False,False,False
28.04,False,False,False,False,False,False
28.14,False,False,False,False,False,False
28.24,False,False,False,False,False,False
28.34,False,False,False,False,False,False
28.44,False,False,False,False,False,False
28.54,False,False,False,False,False,False
28.64,False,False,False,False,False,False
28.74,False,False,False,False,False,False
28.84,False,False,False,False,False,False
28.94,False,False,False,False,False,False
29.04,False,False,False,False,False,False
29.14,False,False,False,False,False,False
29.24,False,False,False,False,False,False
29.34,False,False,False,False,False,False
29.44,False,False,False,False,False,False
29.54,False,False,False,False,False,False
29.64,False,False,False,False,False,False
29.74,False,False,False,False,False,False
29.84,False,False,False,False,False,False
29.94,False,False,False,False,False,False
30.04,False,False,False,False,False,False
30.14,False,False,False,False,False,False
30.25,False,False,False,False,False,False
30.35,False,False,False,False,False,False
30.45,False,False,False,False,False,False
30.55,False,False,False,False,False,False
30.65,False,False,False,False,False,False
30.75,False,False,False,False,False,False
30.85,False,True,False,False,False,False
30.95,False,True,False,False,False,False
31.05,False,True,False,False,False,False
31.15,False,True,False,False,False,False
31.25,False,True,False,False,False,False
31.35,False,True,False,False,False,False
31.45,False,True,False,False,False,False
31.55,False,True,False,False,False,False
31.65,False,True,False,False,False,False
31.75,False,True,False,False,False,False
