Time,Poke1,Poke2,Line1,Line2,Line3,Line4
0.03,False,False,False,False,False,False
0.13,False,False,False,False,False,False
0.23,False,False,False,False,False,False
0.33,False,False,False,False,False,False
0.44,False,False,False,False,False,False
0.54,False,False,False,False,False,False
0.65,False,False,False,False,False,False
0.75,False,False,False,False,False,False
0.85,False,False,False,False,False,False
0.95,False,False,False,False,False,False
1.05,False,False,False,False,False,False
1.15,False,False,False,False,False,False
1.25,False,False,False,False,False,False
1.35,False,False,False,False,False,False
1.45,False,False,False,False,False,False
1.55,False,False,False,False,False,False
1.65,False,False,False,False,False,False
1.75,False,False,False,False,False,False
1.85,False,False,False,False,False,False
1.95,False,False,False,False,False,False
2.05,False,False,False,False,False,False
2.15,False,False,False,False,False,False
2.25,False,False,False,False,False,False
2.35,False,False,False,False,False,False
2.45,False,False,False,False,False,False
2.55,False,False,False,False,False,False
2.65,False,False,False,False,False,False
2.75,False,False,False,False,False,False
2.85,False,False,False,False,False,False
2.95,False,False,False,False,False,False
3.05,False,False,False,False,False,False
3.15,False,False,False,False,False,False
3.25,False,False,False,False,False,False
3.35,False,False,False,False,False,False
3.45,False,False,False,False,False,False
3.55,False,False,False,False,False,False
3.65,False,False,False,False,False,False
3.75,False,False,False,False,False,False
3.85,False,False,False,False,False,False
3.95,False,False,False,False,False,False
4.05,False,False,False,False,False,False
4.15,False,False,False,False,False,False
4.25,False,False,False,False,False,False
4.36,False,False,False,False,False,False
4.46,False,False,False,False,False,False
4.56,False,False,False,False,False,False
4.66,False,False,False,False,False,False
4.76,False,False,False,False,False,False
4.86,False,False,False,False,False,False
4.96,False,False,False,False,False,False
5.06,False,False,False,False,False,False
5.16,False,False,False,False,False,False
5.26,False,False,False,False,False,False
5.36,False,False,False,False,False,False
5.46,False,False,False,False,False,False
5.56,False,False,False,False,False,False
5.66,False,False,False,False,False,False
5.76,False,False,False,False,False,False
5.86,False,False,False,False,False,False
5.96,False,False,False,False,False,False
6.06,False,False,False,False,False,False
6.16,False,False,False,False,False,False
6.26,False,False,False,False,False,False
6.36,False,False,False,False,False,False
6.46,False,False,False,False,False,False
6.56,False,False,False,False,False,False
6.66,False,False,False,False,False,False
6.76,False,False,False,False,False,False
6.86,False,False,False,False,False,False
6.96,False,False,False,False,False,False
7.06,False,False,False,False,False,False
7.16,False,False,False,False,False,False
7.26,False,False,False,False,False,False
7.36,False,False,False,False,False,False
7.46,False,False,False,False,False,False
7.56,False,False,False,False,False,False
7.66,False,False,False,False,False,False
7.76,False,False,False,False,False,False
7.86,False,False,False,False,False,False
7.96,False,False,False,False,False,False
8.06,False,False,False,False,False,False
8.16,False,False,False,False,False,False
