Time,Poke1,Poke2,Line1,Line2,Line3,Line4
0.08,False,False,False,False,False,False
0.18,False,False,False,False,False,False
0.29,False,False,False,False,False,False
0.39,False,False,False,False,False,False
0.49,False,False,False,False,False,False
0.59,False,False,False,False,False,False
0.69,False,False,False,False,False,False
0.79,False,False,False,False,False,False
0.89,False,False,False,False,False,False
0.99,False,False,False,False,False,False
1.09,False,False,False,False,False,False
1.19,False,False,False,False,False,False
1.3,False,False,False,False,False,False
1.4,False,False,False,False,False,False
1.5,False,False,False,False,False,False
1.6,False,False,False,False,False,False
1.7,False,False,False,False,False,False
1.8,False,False,False,False,False,False
1.9,False,False,False,False,False,False
2.0,False,False,False,False,False,False
2.1,False,False,False,False,False,False
2.2,False,False,False,False,False,False
2.3,False,False,False,False,False,False
2.4,False,False,False,False,False,False
2.5,False,False,False,False,False,False
2.6,False,False,False,False,False,False
2.7,False,False,False,False,False,False
2.8,False,False,False,False,False,False
2.9,False,False,False,False,False,False
3.0,False,False,False,False,False,False
3.1,False,False,False,False,False,False
3.2,False,False,False,False,False,False
3.3,False,False,False,False,False,False
3.4,False,False,False,False,False,False
3.5,False,False,False,False,False,False
3.6,False,False,False,False,False,False
3.7,False,False,False,False,False,False
3.8,False,False,False,False,False,False
3.9,False,False,False,False,False,False
4.0,False,False,False,False,False,False
4.1,False,False,False,False,False,False
4.2,False,False,False,False,False,False
4.3,False,False,False,False,False,False
4.4,False,False,False,False,False,False
4.5,False,False,False,False,False,False
4.6,False,False,False,False,False,False
4.7,False,False,False,False,False,False
4.8,False,False,False,False,False,False
4.9,False,False,False,False,False,False
5.0,False,False,False,False,False,False
5.1,False,False,False,False,False,False
5.2,False,True,False,False,False,False
5.31,False,True,False,False,False,False
5.41,False,False,False,False,False,False
5.51,False,False,False,False,False,False
5.61,False,False,False,False,False,False
5.71,False,False,False,False,False,False
5.81,False,False,False,False,False,False
5.91,False,False,False,False,False,False
6.01,False,False,False,False,False,False
6.11,False,False,False,False,False,False
6.21,False,False,False,False,False,False
6.31,False,False,False,False,False,False
6.41,False,False,False,False,False,False
6.51,False,False,False,False,False,False
6.61,False,False,False,False,False,False
6.71,False,False,False,False,False,False
6.81,False,False,False,False,False,False
6.91,False,False,False,False,False,False
7.01,False,False,False,False,False,False
7.11,False,False,False,False,False,False
